edge_id,from,to,interaction_type,country,theme,effect,direct_or_indirect,bidirectional,context_dependent,interaction_summary,policy_tension,evidence_level,reference,amr_driver,challenge,distalness,type2,source
P275,sdg01,sdg06,SDG-SDG,Zambia,Environment & Climate Action,Align,Direct,TRUE,FALSE,"Investment in affordable housing and rural infrastructure under SDG-01 (roads, electrification, basic services) lowers barriers for installing and maintaining water and sanitation systems supported by SDG-06. Conversely, new water supply, sewerage and sanitation facilities increase the viability and health impacts of the housing and infrastructure developed under SDG-01, creating a positive feedback loop.",Mutual implementation benefit (Infection prevention),High,"Zambia policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",poor access to WASH & other infrastructure,Infection prevention,0.64,Distal,Implementation
P276,sdg01,sdg06,SDG-SDG,Zambia,Environment & Climate Action,Align,Indirect,TRUE,TRUE,"Both policies target the shared driver of poor access to WASH and related infrastructure. SDG-01 aims to expand basic infrastructure—including housing, roads, electrification and other services—that underpins access to water and sanitation, while SDG-06 directly seeks to enhance water supply and sanitation. Their objectives push the driver in the same direction, creating cumulative benefits.",Objective alignment on a shared AMR driver (Infection prevention),High,"Zambia policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",poor access to WASH & other infrastructure,Infection prevention,0.64,Distal,Objective
P277,sdg01,sdg11,SDG-SDG,Zambia,Social Equity & Education,Align,Direct,TRUE,FALSE,"Policy 1’s rollout of rural access roads, electrification and basic services creates the groundwork for efficient transport and logistics investments under Policy 2, lowering costs and logistical barriers. Conversely, Policy 2’s upgraded road, rail and logistics systems facilitate delivery of construction materials, services and maintenance needed for affordable housing and basic-service expansion, creating a positive feedback loop.",Mutual implementation benefit (Infection prevention),High,"Zambia policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",poor access to WASH & other infrastructure,Infection prevention,0.64,Distal,Implementation
P278,sdg01,sdg11,SDG-SDG,Zambia,Social Equity & Education,Align,Indirect,TRUE,TRUE,"Both policies aim to improve physical infrastructure in underserved areas—Policy 1 by expanding access to decent, affordable housing alongside basic services (rural electrification, roads) and Policy 2 by modernizing and extending transport and logistics networks. Together they push the shared AMR driver (poor access to WASH and other infrastructure) in the same direction, cumulatively reducing infrastructure gaps that contribute to AMR.",Objective alignment on a shared AMR driver (Infection prevention),High,"Zambia policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",poor access to WASH & other infrastructure,Infection prevention,0.64,Distal,Objective
P279,sdg06,sdg11,SDG-SDG,Zambia,Environment & Climate Action,Align,Direct,FALSE,TRUE,"Upgrading transport and logistics infrastructure under SDG-11 (e.g., roads, rail) lowers logistical barriers for delivering materials, equipment and workforce needed for SDG-06’s water and sanitation projects. SDG-06’s water and sanitation improvements do not similarly ease the implementation of transport infrastructure.",One-sided implementation benefit (Infection prevention),High,"Zambia policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",poor access to WASH & other infrastructure,Infection prevention,0.64,Distal,Implementation
P280,sdg06,sdg11,SDG-SDG,Zambia,Environment & Climate Action,Align,Indirect,FALSE,TRUE,"Both policies aim to improve infrastructure access, a shared driver of AMR. SDG-06 targets water supply and sanitation infrastructure to reduce poor WASH access, while SDG-11 targets transport and logistics infrastructure to reduce poor access to broader infrastructure. Together they cumulatively address the driver by enhancing different but complementary infrastructure domains.",Objective alignment on a shared AMR driver (Infection prevention),High,"Zambia policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",poor access to WASH & other infrastructure,Infection prevention,0.64,Distal,Objective
P281,amr03,sdg02,AMR-SDG,Zambia,Agriculture & Food Systems,Align,Direct,TRUE,FALSE,"Policy 2 builds out veterinary infrastructure (community livestock service centres, provincial insemination centres, veterinary laboratories, devolved veterinary services) that directly enhances capacity for the biosecurity mapping, checkpoints and barriers envisaged under Policy 1. Conversely, Policy 1’s strengthened census, national database and mapped biosecurity points supply critical data and site-specific insights that enable more effective placement and operation of the farm blocks, mechanization and production zones promoted under Policy 2, creating a reinforcing synergy.",Mutual implementation benefit (Infection prevention),High,"Zambia policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",poor animal husbandry practice and bio-risk management,Infection prevention,0.508062424,Proximal,Implementation
P282,amr03,sdg02,AMR-SDG,Zambia,Agriculture & Food Systems,Independent,Indirect,TRUE,FALSE,"Policy 1 explicitly targets the reduction of infection through sanitation, hygiene and biosecurity measures in animal and plant health, whereas Policy 2’s objective focuses on increasing agricultural production and productivity without explicitly addressing bio‐risk management. Both act on the same sector but pursue different primary outcomes, so their objectives do not inherently push the shared AMR driver in the same or opposite direction.",Limited objective interaction on a shared AMR driver (Infection prevention),Medium,"Zambia policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 3, 4, 5)",poor animal husbandry practice and bio-risk management,Infection prevention,0.508062424,Proximal,Objective
P283,amr04,sdg03,AMR-SDG,Zambia,Human Health Systems,Align,Direct,TRUE,FALSE,"AMR-04’s actions to review and strengthen quality management systems and regulatory mechanisms create a robust supply of quality antibiotics, directly supporting SDG-03’s target of 90% fill rates for essential drugs. Conversely, SDG-03’s expansion of health personnel and provisioning systems increases demand and distribution channels for medicines, providing stronger market signals and operational platforms that facilitate AMR-04’s regulatory oversight and supply-chain improvements. Each implementation streamlines and reinforces the other.",Mutual implementation benefit (Access),High,"Zambia policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",shortage of quality antibiotics in the market,Access,0.473611111,Proximal,Implementation
P284,amr04,sdg03,AMR-SDG,Zambia,Human Health Systems,Align,Indirect,TRUE,TRUE,"Both policies aim to reduce the shortage of quality antimicrobials. AMR-04 focuses on optimizing use and strengthening the manufacturing and supply chain to ensure high-quality antibiotic production and distribution. SDG-03 seeks to increase access to quality health care, explicitly targeting higher availability of essential medicines (including antibiotics) in health facilities. Together, they push the shared driver (shortage of quality antibiotics) in the same direction, reinforcing each other’s goals.",Objective alignment on a shared AMR driver (Access),High,"Zambia policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",shortage of quality antibiotics in the market,Access,0.473611111,Proximal,Objective
P285,sdg05,sdg10,SDG-SDG,Zambia,Social Equity & Education,Align,Direct,TRUE,FALSE,"The overlapping interventions (promoting gender equality, enhancing women’s participation, improving education parity) reinforce one another: measures to tackle gender-based violence and child marriage empower women to engage fully in livelihood and infrastructure programmes, while improved infrastructure and income opportunities support safer environments and social inclusion, creating positive feedback for both policies’ implementation.",Mutual implementation benefit (Conservation),High,"Zambia policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",social-cultural factors,Conservation,1,Distal,Implementation
P286,sdg05,sdg10,SDG-SDG,Zambia,Social Equity & Education,Align,Indirect,TRUE,TRUE,"Both SDG-05 and SDG-10 seek to reduce poverty, vulnerability and inequalities by targeting the same social-cultural drivers—particularly gender equality, participation of women in decision-making, and parity in education—thus pushing the shared driver in the same positive direction.",Objective alignment on a shared AMR driver (Conservation),High,"Zambia policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",social-cultural factors,Conservation,1,Distal,Objective
P287,amr05,sdg09,AMR-SDG,Zambia,Governance & Financing,Align,Direct,TRUE,FALSE,"Policy 1’s efforts to raise industry awareness of R&D incentives and foster linkages among stakeholders will be strengthened by the broader STI reforms, human‐capital development and innovation incentives under Policy 2. Conversely, the institutional reforms and capacity building in Policy 2 will be easier to implement and more impactful when the target industry is already sensitized to antimicrobial R&D opportunities and has established collaborative networks.",Mutual implementation benefit (Innovation),High,"Zambia policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",the decline in antibiotics research & development,Innovation,0.617173521,Distal,Implementation
